iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
20393,53321,0.024681,0.516964,0.123602,0.001581,0.559607,9.766508,12.971128,28.823747,0.169132,0.469383,0.093331,5.226361,5.528803
20394,53324,0.016596,0.415364,0.112539,0.002146,0.455078,9.607295,12.036212,28.734257,0.157567,0.586900,0.078200,6.127880,6.444909
20395,53327,0.020688,0.648024,0.081551,0.001785,0.715358,11.682540,11.886734,30.079680,0.160635,0.579012,0.044340,5.575229,5.928632
20396,53332,0.020387,0.400380,0.076773,0.001081,0.440534,9.125314,13.967199,29.019763,0.188095,0.353345,0.047266,5.213133,5.541880
20397,53334,0.033832,0.407973,0.029631,0.001037,0.438166,8.604938,15.744647,29.493883,0.196184,0.371492,0.002590,4.425461,4.736657
20398,53342,0.021523,0.538456,0.073273,0.001428,0.596904,9.326848,13.491960,28.714965,0.291740,0.511440,0.039509,4.940459,5.485007
20399,53347,0.019043,0.995382,0.089593,0.001403,1.086378,9.109408,11.539052,28.393175,0.254192,0.942083,0.099647,6.305081,7.354764
20400,53356,0.018440,0.411034,0.034925,0.000960,0.441926,10.978637,13.591854,29.716440,0.152618,0.363023,0.010549,4.510320,4.763371
20401,53365,0.021724,0.786061,0.067499,0.001517,0.844455,11.359941,7.012375,28.169687,0.238973,0.739879,0.036597,8.658403,8.914531
20402,53375,0.017791,0.442705,0.037106,0.000914,0.473415,11.459018,12.746547,29.510964,0.155756,0.385392,0.011431,4.636133,4.883899
20403,53384,0.019618,0.435733,0.039913,0.000839,0.475247,9.293907,13.981454,28.508251,0.154757,0.366481,0.006776,4.538421,4.857222
20404,53392,0.016013,0.476121,0.032898,0.001041,0.509835,9.011635,15.814870,29.694453,0.157246,0.428605,0.006313,4.164443,4.497795
20405,53396,0.018599,0.432417,0.043900,0.001100,0.477087,10.192918,13.711203,29.002520,0.156068,0.377802,0.008726,4.430924,4.712867
20406,53401,0.020479,0.410775,0.076224,0.001919,0.442993,11.301943,12.601224,29.029270,0.241145,0.425318,0.047228,4.345922,4.738789
20407,53405,0.018500,0.987993,0.080261,0.001218,1.069472,9.442406,13.601806,29.081202,0.234425,0.955778,0.072452,4.654616,5.658034
20408,53409,0.019161,0.443782,0.036742,0.001054,0.481323,9.824607,13.501830,28.400111,0.233852,0.401387,0.004826,4.321945,4.680118
20409,53416,0.020136,1.077444,0.112792,0.002227,1.192463,9.359545,13.698455,29.252001,0.307503,0.979165,0.086060,4.635454,5.790854
20410,53417,0.016512,0.421097,0.032302,0.000911,0.451969,8.654725,14.578769,28.801135,0.167378,0.359948,0.004950,4.914573,5.179039
20411,53419,0.019838,0.448053,0.042392,0.001174,0.479421,8.701080,14.554640,29.527493,0.161054,0.394938,0.016177,5.586045,5.861652
20412,53424,0.020125,0.428930,0.035755,0.000906,0.462690,10.794781,10.772058,27.976022,0.152625,0.370354,0.007850,5.758045,6.006847
20413,53428,0.018545,0.755686,0.065340,0.001174,0.822200,11.471813,11.447512,29.385206,0.201461,0.718269,0.020659,5.380621,6.025332
20414,53436,0.021977,0.578537,0.056352,0.001624,0.635372,9.790604,12.829724,28.727060,0.259131,0.498901,0.005551,5.164500,5.486070
20415,53441,0.019242,0.417717,0.028526,0.001086,0.445998,9.180433,15.703346,29.947098,0.176021,0.359464,0.002763,4.396234,4.668215
20416,53444,0.025976,0.426351,0.031563,0.001087,0.458712,10.688868,11.691110,27.797968,0.207640,0.348554,0.006275,4.733944,5.021984
20417,53453,0.019289,0.489670,0.053876,0.004274,0.547820,8.843113,14.861987,29.523370,0.268713,0.405500,0.029490,4.926616,5.232201
20418,53461,0.023436,0.795368,0.190633,0.001617,0.869199,8.363076,14.863145,29.218365,0.294169,0.898525,0.160639,4.624698,5.065760
20419,53467,0.018924,1.030761,0.127378,0.002383,1.118679,9.763700,12.631532,28.763952,0.221614,1.105165,0.090793,4.885391,5.861787
20420,53472,0.027841,0.642698,0.057611,0.001170,0.701479,9.104735,14.088667,28.739298,0.276312,0.611221,0.020240,4.494015,4.802646
20421,53480,0.018529,0.416037,0.063747,0.001047,0.453426,8.442198,15.477205,29.117422,0.167656,0.368514,0.029848,4.507809,4.790687
20422,53485,0.018631,0.401170,0.062340,0.000929,0.433562,8.974213,13.827911,28.020208,0.152259,0.345657,0.034603,4.564477,4.826476
20423,53487,0.022313,0.623660,0.073102,0.001190,0.697952,8.637059,14.583333,29.065533,0.230289,0.589954,0.038987,4.863559,5.109188
20424,53491,0.021820,0.620866,0.063884,0.001162,0.685912,11.514116,9.597192,27.844888,0.221371,0.568531,0.035995,5.782475,6.011521
20425,53494,0.017957,0.471387,0.076980,0.000997,0.502064,11.131744,13.928624,30.169466,0.154091,0.421707,0.058968,4.311743,4.725088
20426,53498,0.019560,0.418314,0.036075,0.000866,0.454711,10.581788,13.595432,29.413015,0.165446,0.361473,0.007995,4.548544,4.852334
20427,53503,0.019251,0.398456,0.067607,0.001093,0.434555,13.097178,10.904241,29.121068,0.204445,0.319153,0.033345,4.437329,4.730517
20428,53510,0.023718,0.481588,0.057488,0.001681,0.540757,9.596059,13.775049,28.668037,0.173924,0.527740,0.030272,4.448471,4.654266
20429,53513,0.017693,0.437566,0.040898,0.000863,0.474105,9.547428,14.541368,29.108967,0.213555,0.408692,0.006197,4.251227,4.611773
20430,53520,0.019770,0.432258,0.034180,0.000912,0.467227,9.999295,13.537500,28.642134,0.164372,0.383239,0.007608,4.434939,4.713076
20431,53527,0.019138,0.430574,0.039172,0.000873,0.470546,8.794596,13.580355,29.290129,0.148900,0.379577,0.004016,6.259478,6.544140
20432,53532,0.020985,0.422118,0.075119,0.001935,0.453698,11.961503,11.547712,29.177029,0.287153,0.302237,0.047804,4.847931,5.208770
20433,53537,0.019273,0.417709,0.042283,0.000801,0.460745,9.845690,13.623923,28.640457,0.154902,0.371440,0.007469,4.518380,4.776281
20434,53542,0.018661,0.436590,0.034894,0.000898,0.472202,9.343894,14.511434,29.323498,0.162119,0.382459,0.004477,4.800267,5.041656
20435,53552,0.019005,0.408368,0.041891,0.000855,0.450016,9.145901,14.888975,29.236035,0.159480,0.348825,0.005448,4.560736,4.822052
20436,53555,0.018397,0.433777,0.176176,0.000934,0.468422,8.514022,14.575494,28.393848,0.151742,0.371291,0.145818,4.507845,4.865804
20437,53563,0.020187,0.606503,0.061405,0.001022,0.668930,9.227587,13.558965,29.088285,0.228368,0.579508,0.035658,5.349574,5.598297
20438,53567,0.020259,0.424383,0.063766,0.001243,0.457824,12.189671,10.989941,28.867963,0.161819,0.362015,0.034039,5.006026,5.271276
20439,53574,0.040527,0.435711,0.103132,0.000984,0.468816,8.771201,14.570715,29.355253,0.359133,0.379933,0.202245,5.083828,5.549847
20440,53585,0.018633,0.542195,0.038129,0.000978,0.580717,10.924990,12.149297,28.169092,0.154394,0.501659,0.005581,4.315750,4.583830
20441,53593,0.020671,0.918361,0.050427,0.001042,0.969826,10.824193,12.018662,29.016490,0.324629,0.908961,0.029752,4.799160,5.166954
20442,53600,0.019916,0.406851,0.062252,0.001598,0.440366,9.081903,15.100662,29.422018,0.272247,0.465755,0.033929,4.450966,4.844984
20443,53606,0.021071,1.145595,0.098628,0.001615,1.245838,10.402630,11.699575,28.313719,0.266877,1.175691,0.060903,4.562024,5.801501
20444,53611,0.020144,0.404311,0.032482,0.000908,0.435568,10.780318,13.659945,29.617423,0.172367,0.349407,0.006131,4.533182,4.791564
20445,53615,0.019272,0.426715,0.059639,0.001273,0.454368,8.552736,15.502814,29.147273,0.174644,0.376245,0.036607,4.392690,4.712772
20446,53617,0.019350,0.629129,0.053360,0.001128,0.683617,8.987662,14.469494,29.091255,0.249533,0.583779,0.023292,4.652114,4.917559
20447,53622,0.018916,0.536172,0.031054,0.000852,0.568067,8.888563,14.659894,28.632282,0.154564,0.489488,0.006101,4.321130,4.693836
20448,53625,0.018847,0.436616,0.038550,0.000891,0.470133,9.151618,14.159855,28.655418,0.147248,0.384997,0.009671,4.682833,4.966463
20449,53630,0.021821,0.449183,0.151399,0.001823,0.484044,10.726251,9.544467,28.745346,0.182198,0.392225,0.124830,7.649655,8.085676
20450,53638,0.018929,0.877158,0.061874,0.001066,0.940098,13.249799,10.587212,29.364612,0.254492,0.836666,0.037292,4.295650,5.156873
20451,53641,0.021102,0.660491,0.092291,0.002213,0.754995,8.349895,15.496094,28.879757,0.250110,0.817118,0.070719,3.776899,4.240554
20452,53642,0.016183,0.596339,0.078118,0.001254,0.675711,8.100106,13.537708,29.343747,0.221345,0.552459,0.047267,6.758644,7.000680
20453,53647,0.019780,0.623642,0.057951,0.001217,0.682810,8.346571,12.801930,27.296384,0.256331,0.578117,0.031513,5.154936,5.428214
20454,53654,0.019944,0.453167,0.040684,0.000907,0.492703,9.715824,12.137353,28.986526,0.163758,0.430639,0.006173,6.408214,6.732807
20455,53658,0.020598,0.635815,0.065160,0.001524,0.702048,9.523115,13.679329,29.323201,0.240538,0.539577,0.040127,5.140430,5.383154
20456,53663,0.023376,0.674347,0.077108,0.001896,0.753183,8.630768,13.013764,28.518657,0.278233,0.628227,0.051077,5.783492,6.074546
20457,53668,0.037399,0.434733,0.030532,0.000835,0.465899,8.843706,15.546068,29.793602,0.266122,0.382071,0.002662,4.628751,4.958050
20458,53673,0.022592,0.695235,0.072873,0.001460,0.769568,9.437736,11.871545,29.317113,0.233333,0.647102,0.041538,6.958670,7.201473
20459,53677,0.022148,0.729589,0.062824,0.001541,0.792340,9.937808,10.576215,28.638362,0.282508,0.688596,0.028439,6.980357,7.292275
20460,53683,0.018252,0.412570,0.071361,0.001242,0.448333,9.999016,13.563725,29.011550,0.355367,0.385636,0.041613,4.562726,5.050007
20461,53690,0.018833,0.803409,0.056010,0.001206,0.860625,11.702463,9.943725,28.510643,0.167056,0.798564,0.031101,5.749485,5.967524
20462,53694,0.017626,0.431100,0.045971,0.000888,0.477901,8.351341,15.064204,29.415130,0.155626,0.377996,0.018356,5.332938,5.626998
20463,53699,0.024233,1.216597,0.107099,0.001588,1.325284,7.995104,14.573277,28.819642,0.337586,1.191765,0.048288,4.526121,5.240126
20464,53706,0.021046,0.456059,0.037461,0.001052,0.494405,8.838865,16.545396,31.123673,0.186357,0.398213,0.005914,5.023846,5.320529
20465,53708,0.023282,0.813304,0.074398,0.009382,0.889058,9.865537,12.154738,29.917268,0.181541,0.810929,0.042535,6.729287,6.955074
20466,53713,0.028071,0.822850,0.101209,0.001314,0.925163,11.667362,11.711364,29.810382,0.408053,0.828256,0.047521,5.048889,5.459435
20467,53717,0.023526,0.554685,0.150599,0.003017,0.607673,19.975355,0.750268,29.286715,0.436180,0.630232,0.125544,7.368403,8.078598
20468,53721,0.015464,1.041556,0.147215,0.002202,1.190658,13.796820,9.981599,31.140115,0.549930,0.925846,0.057846,5.555971,6.363270
20469,53727,0.019441,0.462406,0.034788,0.001177,0.492893,9.440983,15.610205,30.783059,0.160389,0.409774,0.007858,5.032614,5.341592
20470,53731,0.019688,0.458898,0.072441,0.001601,0.517042,9.446942,13.931388,29.429090,0.289833,0.508021,0.046538,5.183275,5.671313
20471,53735,0.018123,0.475800,0.035828,0.000868,0.507296,10.207782,15.190082,30.699582,0.169356,0.400367,0.011546,4.582465,4.909188
20472,53740,0.020652,1.030463,0.108423,0.001448,1.140334,9.324594,15.274608,30.532994,0.315197,1.138267,0.063200,4.356622,5.510093
20473,53745,0.020111,0.658162,0.077631,0.001566,0.725497,18.011728,5.536071,29.221233,0.212382,0.678625,0.033343,4.649354,5.243085
20474,53750,0.017376,0.553112,0.039421,0.001014,0.590102,13.429163,7.311541,30.521368,0.158960,0.516453,0.009092,8.974722,9.387047
20475,53757,0.020542,0.807739,0.067887,0.001424,0.877050,10.105416,10.498739,30.582033,0.304958,0.777383,0.035924,8.755524,9.063411
20476,53761,0.019225,0.480755,0.037461,0.000969,0.518983,15.398075,9.567093,29.940606,0.161402,0.427610,0.006247,4.261071,4.591247
20477,53768,0.023308,0.660869,0.088073,0.001162,0.750104,12.394828,10.551155,30.234631,0.241522,0.605387,0.048295,6.251593,6.501331
20478,53777,0.017937,0.485660,0.098168,0.001804,0.522020,9.743435,14.671825,31.174024,0.353100,0.523077,0.069007,5.778080,6.354004
20479,53781,0.018210,0.624621,0.063960,0.001734,0.690004,10.023670,13.830328,29.655897,0.241050,0.557111,0.036026,4.823403,5.408229
20480,53789,0.017188,0.417217,0.055783,0.001064,0.453557,12.777929,11.654948,30.751352,0.318650,0.464699,0.022387,5.495871,5.917667
20481,53793,0.024871,0.655532,0.078308,0.001219,0.735059,15.857929,5.556363,29.844694,0.270581,0.626771,0.054149,7.358596,7.633895
20482,53801,0.013421,0.450788,0.032720,0.000994,0.484143,8.781445,15.543329,30.204214,0.168654,0.384749,0.005310,5.200744,5.464792
20483,53804,0.021826,0.454498,0.058091,0.001165,0.483289,10.898914,12.794622,30.104215,0.273194,0.485883,0.032509,5.583137,5.980126
20484,53809,0.023688,0.875744,0.145839,0.002713,1.024296,15.494360,3.854177,28.841085,0.282571,0.857976,0.104736,8.096232,8.413797
20485,53821,0.020626,0.736186,0.074173,0.001995,0.812354,10.825940,11.066231,30.409160,0.296192,0.702694,0.041199,7.326948,7.668609
20486,53830,0.021375,0.851215,0.085700,0.001659,0.938574,9.828381,14.006519,30.372403,0.289102,0.802614,0.042871,5.264464,5.549134
20487,53833,0.024904,0.769163,0.115842,0.023446,0.908451,10.316000,10.883930,30.468337,0.371234,0.739102,0.114587,7.886626,8.304176
20488,53840,0.020715,0.563840,0.063743,0.001244,0.628827,9.750122,15.038274,30.415044,0.170925,0.518136,0.037921,4.754430,5.195352
20489,53847,0.019836,0.448373,0.179504,0.002056,0.478477,12.585950,11.891896,30.355969,0.165715,0.396019,0.158652,5.022485,5.471811
20490,53852,0.017985,0.687631,0.067855,0.001583,0.749315,10.747081,14.090163,30.988601,0.239403,0.594101,0.034572,5.100786,5.514672
20491,53856,0.031266,0.449533,0.034541,0.000999,0.484330,12.508782,12.137326,30.115807,0.274339,0.351102,0.002035,4.694690,5.043892
20492,53860,0.022567,0.709692,0.074140,0.001521,0.785353,15.498902,5.563023,29.364120,0.250185,0.653199,0.038373,7.217738,7.478721
20493,53864,0.022606,0.812462,0.057861,0.001252,0.871512,8.778734,14.607951,30.614030,0.292386,0.781170,0.031015,6.013658,6.304878
20494,53867,0.020993,0.646445,0.095941,0.001298,0.743684,9.020644,13.493847,30.824341,0.266668,0.630541,0.057736,7.223622,7.518791
20495,53871,0.023946,0.807474,0.064910,0.001430,0.873814,11.362953,9.994232,29.733130,0.259617,0.765546,0.038501,7.193713,7.453988
20496,53878,0.021445,0.507992,0.053963,0.001030,0.558114,10.561920,9.534602,29.731377,0.346655,0.432837,0.006770,8.687635,9.068135
20497,53885,0.022254,0.661779,0.080600,0.001168,0.743546,9.580258,12.736775,30.721021,0.304362,0.623664,0.044444,7.286903,7.623088
20498,53892,0.057343,0.730099,0.086428,0.001979,0.809213,9.112906,12.588151,30.043048,0.341322,0.695203,0.052378,7.113539,7.440465
20499,53899,0.016106,0.715227,0.060022,0.001406,0.776655,14.984426,6.505803,29.846097,0.237909,0.665088,0.030918,7.294242,7.549967
20500,53904,0.022611,0.723929,0.058033,0.001462,0.783424,9.371798,13.580566,30.723855,0.276604,0.709528,0.028101,6.632075,6.950109
20501,53908,0.019938,0.448278,0.052339,0.001324,0.477174,10.719660,11.702879,29.692095,0.163472,0.388555,0.029808,6.572019,6.901848
20502,53911,0.020353,0.452559,0.038846,0.001490,0.491041,9.697671,12.621806,30.230375,0.363194,0.570338,0.007252,7.011397,7.513284
20503,53914,0.020707,0.702351,0.063043,0.001450,0.766844,8.573306,14.529631,31.052029,0.251903,0.660319,0.034752,6.890056,7.146250
20504,53919,0.023022,0.630182,0.074093,0.001171,0.705446,9.717208,13.557261,29.960800,0.287274,0.647298,0.043160,5.588656,5.942238
20505,53924,0.020053,0.682534,0.100934,0.003838,0.784646,8.580572,13.677704,29.642007,0.254182,0.633693,0.070230,6.282832,6.555948
20506,53927,0.020878,0.636842,0.083313,0.001125,0.721280,11.765150,11.683566,30.394109,0.230289,0.583513,0.046313,5.950783,6.190631
20507,53937,0.021256,0.445442,0.037744,0.001006,0.481663,13.102291,10.639987,30.326219,0.184111,0.375253,0.003439,5.882669,6.143252
20508,53944,0.018693,0.454198,0.032026,0.000997,0.485692,12.278881,10.671259,29.749849,0.165067,0.391048,0.006879,6.115904,6.414419
20509,53945,0.019504,0.538588,0.044983,0.000778,0.584349,8.647695,15.713037,30.826661,0.156323,0.499925,0.009792,5.676520,5.849260
20510,53947,0.017764,0.442475,0.044750,0.000911,0.486692,12.144686,9.725125,29.788667,0.157054,0.394146,0.009532,7.234066,7.526666
20511,53948,0.021342,0.745711,0.089978,0.001681,0.828364,9.220696,14.917084,30.082031,0.264524,0.700945,0.059675,4.791486,5.078617
20512,53949,0.049637,0.747519,0.065303,0.001499,0.814321,9.330515,14.705589,29.729198,0.277903,0.668885,0.029963,4.546866,4.802409
20513,53953,0.023496,0.751309,0.057941,0.001250,0.810500,11.724776,9.589991,30.236177,0.355270,0.669486,0.025617,7.695615,8.056837
20514,53959,0.016574,1.055053,0.094419,0.001220,1.150692,8.656920,15.517055,30.707582,0.321858,1.017282,0.053853,5.003876,6.093246
20515,53961,0.017635,0.432316,0.064341,0.001620,0.462291,8.858422,15.617966,29.783010,0.234492,0.385781,0.038987,4.498683,4.875610
20516,53965,0.023542,0.640054,0.062480,0.001551,0.703833,10.938833,11.646087,29.071911,0.261008,0.603867,0.029100,5.454882,5.735358
20517,53967,0.023211,0.700443,0.074176,0.001455,0.776074,11.192036,13.037030,30.679136,0.266810,0.676551,0.037978,5.335368,5.635785
20518,53974,0.031320,0.840622,0.119129,0.001906,0.915769,12.365334,10.759878,29.475505,0.407393,0.733741,0.060761,4.909624,5.386883
20519,53982,0.022078,0.678425,0.084964,0.001689,0.765078,9.757004,14.725279,30.479036,0.253270,0.651159,0.060994,4.905289,5.182360
20520,53989,0.020147,0.426466,0.032147,0.000924,0.458370,12.113860,13.637169,31.279532,0.170759,0.374067,0.004829,4.861803,5.142041
20521,53995,0.015701,0.470606,0.073346,0.001087,0.506379,17.888915,3.699112,29.590335,0.165339,0.410046,0.041990,7.259421,7.599761
20522,53997,0.018989,0.942901,0.072484,0.001210,1.016595,10.762775,13.596527,30.828640,0.312130,0.900176,0.042633,5.097091,6.067371
20523,54000,0.020274,0.469754,0.081503,0.001903,0.505132,10.714174,13.665766,30.072040,0.231219,0.477624,0.058364,4.860297,5.300824
20524,54005,0.020974,0.639950,0.053104,0.001678,0.694038,10.224431,13.868774,29.888813,0.241704,0.596569,0.023807,4.828782,5.403547
20525,54010,0.022076,1.089969,0.061316,0.001137,1.152225,9.825398,14.679277,30.432243,0.275147,1.013663,0.024830,4.405301,5.415803
20526,54012,0.022012,0.499157,0.041034,0.001048,0.539471,10.167969,13.116991,28.900207,0.211447,0.486674,0.008401,4.785991,5.042171
20527,54016,0.020050,0.517242,0.035739,0.001106,0.551457,9.739034,14.959692,30.407183,0.164952,0.455056,0.003379,4.942305,5.112578
20528,54020,0.022206,0.498256,0.066280,0.001855,0.533103,9.485055,15.165619,30.184710,0.230235,0.416010,0.041263,4.703357,5.107945
20529,54024,0.021899,0.465109,0.040526,0.001117,0.496077,10.798200,13.674102,30.170934,0.158636,0.411618,0.012267,4.997939,5.315205
20530,54027,0.018577,0.474037,0.046323,0.001014,0.517750,10.458482,12.999449,30.524464,0.163833,0.423429,0.017624,6.342539,6.655172
20531,54029,0.019535,0.444148,0.071502,0.001843,0.471988,10.299264,13.943451,29.821000,0.243234,0.354343,0.045561,4.794220,5.073276
20532,54033,0.020931,0.442088,0.043203,0.001007,0.473577,9.624271,15.714810,30.425617,0.161410,0.382560,0.015982,4.408665,4.708551
20533,54039,0.022164,0.853302,0.109101,0.005122,0.967525,9.646433,14.202741,30.413201,0.290849,0.830747,0.089401,5.222674,5.555327
20534,54041,0.022089,0.458245,0.063245,0.001565,0.512615,11.531284,11.545713,29.619090,0.239234,0.384424,0.031627,5.736650,6.122046
20535,54045,0.023624,0.482158,0.056983,0.001043,0.519796,11.684421,12.132241,30.415118,0.182762,0.482668,0.021931,5.778863,6.169195
20536,54051,0.023923,0.424619,0.043788,0.001049,0.468887,12.306540,11.236510,30.526099,0.170092,0.366899,0.016410,6.306279,6.598420
20537,54055,0.019380,0.450624,0.044173,0.000874,0.495671,12.723574,9.998079,30.131161,0.201739,0.392712,0.020373,6.670858,7.005987
20538,54065,0.020970,0.451252,0.087654,0.001334,0.482242,9.080245,15.640973,30.165932,0.168632,0.398429,0.062079,4.702951,5.005543
20539,54071,0.020921,0.450886,0.043530,0.001015,0.482601,9.612298,13.835605,29.582764,0.165849,0.391979,0.016997,5.442220,5.724782
20540,54076,0.020225,0.437734,0.035167,0.001117,0.472392,9.467195,14.012938,30.399156,0.189983,0.380764,0.005432,6.225993,6.522017
20541,54085,0.020574,0.436050,0.030336,0.000941,0.465589,9.623966,14.919597,30.130613,0.173896,0.373159,0.005734,4.911719,5.195329
20542,54088,0.023866,0.827727,0.103887,0.001543,0.910995,9.864799,10.178127,29.976444,0.273196,0.776941,0.068333,8.662029,8.980786
20543,54097,0.018823,0.611330,0.088114,0.001784,0.655605,11.522899,12.891907,30.063849,0.368211,0.488883,0.055161,4.529033,5.237462
20544,54100,0.018658,0.455512,0.061950,0.001695,0.490395,10.011681,15.120898,30.795929,0.257114,0.371973,0.031152,4.849725,5.228672
20545,54103,0.018736,0.436404,0.036843,0.000906,0.469779,9.651006,15.097354,30.156796,0.160446,0.379982,0.052956,4.689780,4.999105
20546,54108,0.021748,0.681410,0.062169,0.001792,0.744838,8.961643,15.512471,30.502082,0.272323,0.650822,0.027282,4.966639,5.574169
20547,54115,0.023380,0.530213,0.040262,0.001054,0.571296,9.276990,13.927117,28.777202,0.170637,0.469311,0.003601,4.798510,5.114774
20548,54116,0.026538,0.481634,0.052133,0.001228,0.534995,9.551205,15.085513,30.525813,0.377588,0.471386,0.026513,4.892575,5.308866
20549,54118,0.020881,0.438225,0.028356,0.001033,0.465298,9.726231,14.024094,29.516292,0.205658,0.393830,0.002991,5.064264,5.367163
20550,54124,0.020256,0.446727,0.126470,0.001977,0.481024,9.942695,12.994505,30.280699,0.191047,0.390430,0.106863,6.513315,6.949327
20551,54129,0.020150,0.492600,0.086437,0.001379,0.528767,9.205752,16.178949,31.758232,0.291275,0.537599,0.054661,5.133605,5.895914
20552,54137,0.026165,0.585515,0.055352,0.001497,0.641994,10.289225,12.102449,29.780508,0.267280,0.517373,0.026122,6.433520,6.988698
20553,54142,0.023940,0.720491,0.069619,0.001529,0.790772,11.202325,12.585442,30.111285,0.266473,0.684233,0.033748,5.214425,5.858469
20554,54149,0.026052,0.704663,0.060315,0.001646,0.766624,8.887768,13.551432,30.732885,0.286110,0.650109,0.033381,7.193347,7.485331
20555,54154,0.019573,0.475845,0.039311,0.001165,0.515436,10.503401,13.573041,29.639412,0.163932,0.417151,0.004126,4.853765,5.164719
20556,54160,0.022379,0.667284,0.065839,0.001116,0.734239,9.377915,14.847002,29.928022,0.235279,0.625386,0.036209,4.685538,4.924445
20557,54171,0.018783,0.438389,0.044828,0.000830,0.481839,12.425152,12.492086,30.080703,0.164654,0.385946,0.007044,4.481475,4.753920
20558,54177,0.020044,0.512480,0.038894,0.001153,0.550182,9.913764,15.126642,30.453692,0.230811,0.416980,0.008158,4.615890,4.869588
20559,54187,0.018943,0.426632,0.034865,0.000981,0.457593,10.258870,14.640956,30.397876,0.160463,0.357731,0.005489,4.842505,5.113302
20560,54193,0.026181,0.627876,0.082833,0.001401,0.712110,10.376729,13.541277,30.144994,0.244172,0.587527,0.047503,5.223452,5.471923
20561,54198,0.014676,0.458409,0.044441,0.000896,0.500322,9.555608,15.186928,29.898245,0.172299,0.402407,0.004061,4.440386,4.730689
20562,54202,0.038176,0.430897,0.045142,0.000921,0.474787,9.933820,15.580963,30.771688,0.195514,0.355728,0.004772,4.569110,4.834122
20563,54205,0.021821,0.484252,0.061015,0.001636,0.519139,9.341333,14.648745,29.550017,0.238268,0.394585,0.030831,4.741238,5.162608
20564,54210,0.023927,0.678148,0.036278,0.000987,0.715231,10.502750,13.590741,30.899281,0.170432,0.727466,0.005140,5.782409,6.052103
20565,54216,0.018525,0.429763,0.048943,0.001198,0.479480,8.736613,15.892170,29.950392,0.161558,0.368498,0.014687,4.647137,4.919105
20566,54219,0.023721,0.423162,0.042914,0.001111,0.465579,9.023785,15.733944,30.036728,0.156600,0.366468,0.005744,4.618269,4.884075
20567,54223,0.019386,0.463308,0.043900,0.000966,0.508174,9.673343,15.591027,30.594316,0.162671,0.404801,0.007671,4.629880,4.935280
20568,54228,0.020562,0.592060,0.077147,0.001876,0.670090,14.406176,7.582287,29.884883,0.242833,0.746668,0.007564,6.761711,7.310161
20569,54232,0.020600,0.567038,0.079122,0.001042,0.612825,9.982118,12.622117,29.784706,0.164668,0.524265,0.037247,6.246581,6.564526
20570,54237,0.021249,0.427744,0.035448,0.000922,0.463034,10.407971,13.754680,30.329735,0.167432,0.378522,0.005749,5.498940,5.744232
20571,54240,0.022421,0.685311,0.092111,0.001608,0.779004,8.994311,15.045776,29.837156,0.245192,0.655357,0.056164,4.711635,4.974236
20572,54253,0.020000,0.474794,0.039817,0.000880,0.515437,8.963323,16.627916,31.093841,0.172923,0.420969,0.008218,4.789405,5.103678
20573,54257,0.019508,0.579345,0.045750,0.001202,0.626297,9.787500,13.602246,29.253028,0.161902,0.531992,0.018292,5.028884,5.442398
20574,54260,0.021011,0.598596,0.084042,0.001322,0.683799,9.739824,13.937693,30.772922,0.235010,0.554869,0.049574,6.132373,6.376272
20575,54268,0.025210,0.476219,0.045589,0.001068,0.510340,9.350354,15.663870,30.481549,0.229844,0.410371,0.016620,4.652454,4.919837
20576,54273,0.019191,0.493935,0.065289,0.001256,0.529708,9.513099,14.603346,29.537258,0.177608,0.423813,0.036781,4.635797,5.012272
20577,54275,0.021931,0.496625,0.055835,0.001691,0.530271,8.752034,16.005219,30.111010,0.260547,0.405048,0.026799,4.507440,4.942593
20578,54279,0.020643,1.064810,0.084222,0.002026,1.150766,8.838136,14.961524,29.973672,0.303668,0.989943,0.105118,4.610255,5.732334
20579,54286,0.022350,0.787407,0.066952,0.001651,0.855825,9.756100,13.647939,29.590194,0.281406,0.777083,0.030821,4.963027,5.288329
20580,54292,0.027823,0.837829,0.076215,0.001238,0.913863,10.297639,11.610909,29.839180,0.371154,0.784577,0.039169,6.588074,6.971286
20581,54305,0.021193,0.727687,0.077335,0.002027,0.797910,8.728675,15.844498,30.420107,0.273399,0.670404,0.037998,4.715202,5.010826
20582,54307,0.027123,0.491584,0.036618,0.000880,0.528990,10.096407,14.543846,30.297637,0.248456,0.353684,0.007184,4.946722,5.275746
20583,54311,0.021740,0.552367,0.045903,0.000888,0.599084,9.220588,16.091036,30.691599,0.177914,0.504355,0.010258,4.562074,4.978188
20584,54322,0.019273,0.443884,0.045797,0.001007,0.481960,9.151876,15.617596,29.900855,0.188081,0.388318,0.014304,4.419178,4.717454
20585,54328,0.021964,0.477371,0.035485,0.001005,0.511244,10.101299,14.566607,30.550012,0.166935,0.481692,0.005857,5.105103,5.311415
20586,54330,0.017534,0.449328,0.034207,0.000891,0.481246,9.758089,15.077073,30.588799,0.161591,0.396434,0.007637,5.072436,5.374470
20587,54332,0.020550,0.498563,0.052404,0.001025,0.545961,9.365966,15.025260,29.856933,0.182867,0.456800,0.011973,4.675475,4.994409
